ID.1,ID,Lowtag,Name,Recap,PIT_tag,Species,Year,Capture_date,Collar_start,Fate_date,Field_crew,Study_area,Latitude,Longitude,Trap.type,Sex,Age,Collar.ID,Frequency,Collar_model,DOP_type,Left_eartag,Left_color,Right_eartag,Right_color,Parasites,Body_condition,Hind_foot,Chest_girth,Body_length,biopsy,blood,Cannon_foot,Weight,Head_circ,Neck_circ,Tail_length,Ear_length_R,Ear_length_L,Left_upper_canine,Left_lower_canine,Right_upper_canine,Right_lower_canine,Samples,Nursed,Pelage,Handling_time,VIT,VIT_frequency,Mortality,Mortality_cause,Mortality_date,Censor,Censor_cause,Censor_date,Comments,data_comments
C129,129,NA,nienor,New,NA,Coyote,2020,2/9/2020,2/9/2020,9/20/2020,NA,Shelbyville,39.513229,-88.591482,NA,F,A,85790,NA,250,HDOP,NA,NA,NA,NA,NA,3,19.2,NA,91.7,NA,NA,NA,13.5,NA,NA,30.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,9/20/2020,NA,NA,NA,NA,
D1026,1026,115,NA,New,NA,WTD,2020,2/12/2020,2/12/2020,3/7/2020,NA,Touch of Nature,NA,NA,clover,Male,juvenile,84115,NA,330,HDOP,115,NA,507,metal,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/7/2020,Unsure on left/right eartag combo - MH23,
D1053,1053,163,NA,New,NA,WTD,2020,2/17/2020,2/17/2020,4/23/2020,NA,Shelbyville,39.563031,-88.637298,clover,Female,juvenile,85733,152.06,420,HDOP,163,NA,598,metal,NA,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/23/2020,NA,
B134,134,NA,sir,New,NA,Bobcat,2020,2/17/2020,2/17/2020,9/4/2020,NA,Shelbyville,39.526144,-88.6135,NA,M,A,85795,NA,250,HDOP,NA,NA,NA,NA,NA,5,18.5,NA,91.5,NA,NA,NA,14.25,NA,NA,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1034,1034,156,NA,New,NA,WTD,2020,2/18/2020,2/18/2020,11/25/2020,NA,Shelbyville,39.55588,-88.58284,drop net,Male,juvenile,84123,151.93,330,HDOP,156,NA,569,metal,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/25/2020,NA,
D1050,1050,158,NA,New,NA,WTD,2020,2/18/2020,2/18/2020,6/2/2020,NA,Shelbyville,39.489456,-88.682087,clover,Female,juvenile,85730,152,420,HDOP,158,NA,581,metal,NA,NA,32.5,82.6,127.4,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/2/2020,NA,
D1058,1058,151,NA,New,NA,WTD,2020,2/23/2020,2/23/2020,11/20/2020,NA,Shelbyville,39.489456,-88.682087,clover,Male,juvenile,85739,152.18,330,HDOP,151,NA,518,metal,NA,3,41.7,74.5,135.3,y,n,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/20/2020,NA,
D1052,1052,123,NA,New,NA,WTD,2020,2/26/2020,2/26/2020,6/1/2020,NA,Shelbyville,39.55588,-88.58284,drop net,Female,NA,85732,152.04,420,HDOP,123,NA,504,metal,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/1/2020,NA,
D1057,1057,258,NA,New,NA,WTD,2020,2/26/2020,2/26/2020,6/13/2020,NA,Shelbyville,39.55588,-88.58284,drop net,Male,NA,85737,152.14,330,HDOP,258,NA,NA,NA,NA,NA,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIT,NA,NA,NA,NA,yes,unknown,6/13/2020,NA,
D1030,1030,511,NA,New,NA,WTD,2020,2/26/2020,2/26/2020,11/9/2020,NA,Touch of Nature,37.626041,-89.152485,dart,Male,adult,84119,151.89,330,HDOP,NA,NA,511,metal,NA,4,16,89,105,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/9/2020,NA,
D1032,1032,NA,NA,New,NA,WTD,2020,2/27/2020,2/27/2020,5/6/2020,NA,Touch of Nature,37.630139,-89.161326,clover,Male,juvenile,84121,151.91,330,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/6/2020,NA,
D1056,1056,NA,NA,New,NA,WTD,2020,2/28/2020,2/28/2020,3/24/2020,NA,Shelbyville,39.527291,-88.683924,clover,Female,adult,85736,152.12,420,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,n,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/24/2020,NA,
C130,130,NA,varda,New,NA,Coyote,2020,3/2/2020,3/2/2020,5/29/2020,NA,Shelbyville,39.62185,-88.70846,NA,F,A,85791,NA,250,HDOP,NA,NA,NA,NA,NA,5,18.5,NA,120.5,NA,NA,NA,14.75,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/29/2020,NA,NA,NA,NA,
C131,131,NA,nienna,New,NA,Coyote,2020,3/2/2020,3/2/2020,10/31/2020,NA,Shelbyville,39.62107,-88.7084,NA,F,A,85793,NA,250,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1054,1054,170,NA,New,NA,WTD,2020,3/2/2020,3/2/2020,9/19/2020,NA,Shelbyville,39.536076,-88.661819,clover,Female,juvenile,85734,152.08,420,HDOP,170,NA,574,metal,tick,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,9/19/2020,NA,
D1051,1051,198,NA,New,NA,WTD,2020,3/3/2020,3/3/2020,6/12/2020,NA,Shelbyville,39.535965,-88.661872,clover,Female,adult,85731,152.02,420,HDOP,198,NA,482,metal,tick,3,47,94,150.5,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/12/2020,NA,
D1037,1037,178,NA,New,NA,WTD,2020,3/5/2020,3/5/2020,3/17/2020,NA,Shelbyville,39.575379,-88.705342,clover,Male,juvenile,84127,151.97,330,HDOP,178,NA,436,metal,tick,3,45.7,71.4,137.4,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/17/2020,NA,
D1023,1023,NA,NA,New,NA,WTD,2020,3/9/2020,3/9/2020,11/19/2020,NA,Touch of Nature,37.629829,-89.158657,clover,Male,juvenile,84111,NA,330,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/19/2020,NA,
D1038,1038,NA,NA,New,NA,WTD,2020,3/10/2020,3/10/2020,1/30/2021,NA,Touch of Nature,37.630166,-89.16135,clover,Male,NA,84128,NA,330,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/30/2021,NA,
C132,132,NA,arwen,New,NA,Coyote,2020,3/19/2020,3/19/2020,10/11/2020,NA,Shelbyville,39.57738,-88.75015,NA,F,A,85788,NA,250,HDOP,NA,NA,NA,NA,NA,4,20,NA,130,NA,NA,NA,11.5,NA,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C135,135,NA,turkey,New,NA,Coyote,2020,11/25/2020,11/25/2020,5/28/2021,NA,Touch of Nature,37.62013,-89.18531,NA,M,J,85785,NA,250,HDOP,NA,NA,NA,NA,NA,5,19.5,NA,89,NA,NA,NA,13,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C136,136,NA,trout,New,NA,Coyote,2020,12/6/2020,12/6/2020,5/4/2021,NA,Touch of Nature,37.63486,-89.17843,NA,F,A,87643,NA,250,HDOP,NA,NA,NA,NA,NA,5,17.5,NA,86,NA,NA,NA,13.5,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C137,137,NA,pike,New,NA,Coyote,2020,12/6/2020,12/6/2020,7/5/2021,NA,Touch of Nature,37.63485,-89.17818,NA,F,J,85789,NA,250,HDOP,NA,NA,NA,NA,NA,4,17.2,NA,79,NA,NA,NA,11.5,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C145,145,NA,scooby,New,NA,Coyote,2020,12/17/2020,12/17/2020,7/21/2021,NA,Shelbyville,39.51294,-88.57155,NA,M,A,85794,NA,250,HDOP,NA,NA,NA,NA,NA,3.5,19,NA,99,NA,NA,NA,17.25,NA,NA,38.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,7/21/2021,NA,NA,NA,NA,
C138,138,NA,bear,New,NA,Coyote,2020,12/19/2020,12/19/2020,5/19/2021,NA,Touch of Nature,37.59572,-89.14956,NA,M,A,87649,NA,250,HDOP,NA,NA,NA,NA,NA,4,19.5,NA,101,NA,NA,NA,20,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C146,146,NA,shaggy,New,NA,Coyote,2020,12/19/2020,12/19/2020,7/4/2021,NA,Shelbyville,39.5131,-88.57219,NA,M,A,87647,NA,250,HDOP,NA,NA,NA,NA,NA,4.5,19.5,NA,101.5,NA,NA,NA,16.75,NA,NA,38.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C147,147,NA,ID11,New,NA,Coyote,2021,1/9/2021,1/9/2021,2/18/2021,NA,Shelbyville,39.58033,-88.74518,NA,M,A,87644,NA,250,HDOP,NA,NA,NA,NA,NA,4,19,NA,94,NA,NA,NA,15.75,NA,NA,34.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,2/18/2021,NA,NA,NA,NA,
D1080,1080,NA,NA,New,NA,WTD,2021,1/9/2021,1/9/2021,12/22/2021,NA,Touch of Nature,37.629906,-89.164213,clover,Female,adult,87566,151.16,420,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,12/22/2021,NA,
D1087,1087,NA,NA,New,NA,WTD,2021,1/9/2021,1/9/2021,6/10/2021,NA,Touch of Nature,37.630965,-89.154919,clover,Male,juvenile,87631,NA,330,HDOP,NA,NA,NA,NA,NA,NA,11,70,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/10/2021,NA,
D1086,1086,171,NA,New,NA,WTD,2021,1/12/2021,1/12/2021,3/7/2022,NA,Touch of Nature,37.630965,-89.154919,clover,Male,juvenile,87628,151.28,330,HDOP,171,NA,NA,NA,NA,3,15,82,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/7/2022,NA,
D1073,1073,192,NA,New,NA,WTD,2021,1/12/2021,1/12/2021,2/1/2021,NA,Touch of Nature,37.629906,-89.164213,clover,Female,adult,87552,151.02,420,HDOP,192,NA,NA,NA,NA,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/1/2021,NA,
D1074,1074,NA,NA,New,NA,WTD,2021,1/14/2021,1/14/2021,12/6/2021,NA,Touch of Nature,37.620807,-89.157983,clover,Female,adult,87556,151.06,420,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20326,NA,NA,NA,NA,yes,unknown,12/6/2021,NA,
B140,140,NA,woodpecker,New,NA,Bobcat,2021,1/16/2021,1/16/2021,8/10/2021,NA,Touch of Nature,37.62053,-89.18545,NA,M,A,87638,NA,250,HDOP,NA,NA,NA,NA,NA,5,17.5,NA,104,NA,NA,NA,10,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,vehicle collision,8/10/2021,NA,NA,NA,NA,
D1077,1077,164,NA,New,NA,WTD,2021,1/17/2021,1/17/2021,11/2/2021,NA,Touch of Nature,37.622714,-89.156743,clover,Female,adult,87561,151.11,420,HDOP,164,NA,NA,NA,ticks on ears,4,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20321,NA,NA,NA,NA,yes,unknown,11/2/2021,NA,
B141,141,NA,owl,New,NA,Bobcat,2021,1/19/2021,1/19/2021,4/2/2021,NA,Touch of Nature,37.62028,-89.18525,NA,M,A,87640,NA,250,HDOP,NA,NA,NA,NA,NA,5,16.5,NA,86,NA,NA,NA,9,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,vehicle collision,4/2/2021,NA,NA,NA,NA,
C148,148,NA,ID12,New,NA,Coyote,2021,1/19/2021,1/19/2021,10/2/2021,NA,Shelbyville,39.59488,-88.72559,NA,M,A,87646,NA,250,HDOP,NA,NA,NA,NA,NA,4,19.5,NA,86,NA,NA,NA,15,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,10/2/2021,NA,NA,NA,NA,
D1067,1067,NA,NA,New,NA,WTD,2021,1/20/2021,1/20/2021,11/28/2021,NA,Shelbyville,39.5710467,-88.7106256,clover,Female,adult,87569,NA,420,HDOP,NA,NA,NA,NA,NA,3,12,76,129,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/28/2021,NA,
D1063,1063,NA,NA,New,NA,WTD,2021,1/22/2021,1/22/2021,8/16/2021,NA,Shelbyville,39.5362442,-88.6623097,clover,Female,adult,87558,NA,420,HDOP,NA,NA,NA,NA,NA,3,13,90,162,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20324,NA,NA,NA,NA,yes,unknown,8/16/2021,NA,
D1069,1069,NA,NA,New,NA,WTD,2021,1/22/2021,1/22/2021,11/21/2021,NA,Shelbyville,39.5304186,-88.6535189,dart,Male,adult,87622,NA,330,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/21/2021,NA,
D1066,1066,176,NA,New,NA,WTD,2021,1/24/2021,1/24/2021,3/5/2022,NA,Shelbyville,39.55597,-88.58325,clover,Female,adult,87563,151.13,420,HDOP,176,NA,NA,NA,NA,4,43,102,135,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20322,NA,NA,NA,NA,yes,unknown,3/5/2022,NA,
D1068,1068,180,NA,New,NA,WTD,2021,1/26/2021,1/26/2021,1/27/2023,NA,Shelbyville,39.57167,-88.70814,dart,Female,adult,87570,151.2,420,HDOP,180,NA,NA,NA,NA,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20320,NA,NA,NA,NA,yes,recap,1/27/2023,NA,
D1084,1084,NA,NA,New,NA,WTD,2021,1/26/2021,1/26/2021,10/22/2021,NA,Touch of Nature,NA,NA,clover,Male,adult,87623,151.23,330,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,10/22/2021,NA,
D1076,1076,NA,NA,New,NA,WTD,2021,1/27/2021,1/27/2021,12/12/2021,NA,Touch of Nature,37.6274483,-89.1614622,clover,Female,adult,87560,NA,420,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,12/12/2021,NA,
D1083,1083,NA,NA,New,NA,WTD,2021,1/27/2021,1/27/2021,1/28/2021,NA,Touch of Nature,37.612847,-89.162389,clover,Male,juvenile,87621,NA,330,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/28/2021,NA,
D1088,1088,NA,NA,New,NA,WTD,2021,1/27/2021,1/27/2021,12/6/2021,NA,Touch of Nature,37.630011,-89.159278,clover,Male,adult,87632,151.32,330,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,12/6/2021,NA,
D1059,1059,NA,NA,New,NA,WTD,2021,1/31/2021,1/31/2021,11/23/2021,NA,Shelbyville,39.5579522,-88.5610297,clover,Female,adult,87551,NA,420,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/23/2021,NA,NA,NA,NA,
D1060,1060,186,NA,New,NA,WTD,2021,2/5/2021,2/5/2021,1/25/2023,NA,Shelbyville,39.57167,-88.70814,dart,Female,adult,87553,151.03,420,HDOP,NA,NA,186,NA,NA,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,recap,1/25/2023,NA,
D1071,1071,195,NA,New,NA,WTD,2021,2/5/2021,2/5/2021,4/29/2022,NA,Shelbyville,39.3581,-88.59004,dart,Male,adult,87626,151.26,330,HDOP,NA,NA,195,NA,NA,3,12.5,100,153,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/29/2022,NA,
D1082,1082,179,NA,New,NA,WTD,2021,2/6/2021,2/6/2021,12/4/2021,NA,Touch of Nature,37.622427,-89.153954,clover,Female,adult,87568,NA,420,HDOP,179,NA,NA,NA,NA,3,16,101,166,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,12/4/2021,NA,
D1070,1070,183,NA,New,NA,WTD,2021,2/8/2021,2/8/2021,1/7/2022,NA,Shelbyville,39.53614,-88.58859,clover,Male,juvenile,87625,151.25,330,HDOP,NA,NA,183,NA,NA,3,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/7/2022,NA,
D1081,1081,NA,NA,New,NA,WTD,2021,2/11/2021,2/11/2021,1/17/2022,NA,Touch of Nature,37.6242833,-89.1545719,clover,Female,adult,87567,NA,420,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/17/2022,NA,
D1085,1085,NA,NA,New,NA,WTD,2021,2/17/2021,2/17/2021,3/4/2022,NA,Touch of Nature,37.6364614,-89.1570956,clover,Male,adult,87627,NA,330,HDOP,NA,NA,NA,NA,NA,NA,7,71,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,3/4/2022,NA,
D1064,1064,185,NA,New,NA,WTD,2021,2/19/2021,2/19/2021,9/15/2021,NA,Shelbyville,39.53552,-88.58814,clover,Female,juvenile,87559,151.09,420,HDOP,185,NA,NA,NA,NA,2,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,9/15/2021,NA,
D1072,1072,153,NA,New,NA,WTD,2021,2/21/2021,2/21/2021,5/3/2022,NA,Shelbyville,39.5359,-88.58856,clover,Male,juvenile,87629,151.29,330,HDOP,153,NA,NA,NA,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/3/2022,NA,
D1061,1061,110,NA,New,NA,WTD,2021,2/21/2021,2/21/2021,10/27/2021,NA,Shelbyville,39.57167,-88.70814,dart,Female,adult,87554,151.04,420,HDOP,NA,NA,110,NA,NA,3,15,95.5,150,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,10/27/2021,NA,
D1035,1035,NA,NA,New,NA,WTD,2021,2/22/2021,2/22/2021,5/4/2021,NA,Touch of Nature,37.6272919,-89.1592189,clover,Male,juvenile,84125,NA,330,HDOP,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/4/2021,NA,
D1075,1075,132,NA,New,NA,WTD,2021,2/25/2021,2/25/2021,3/7/2021,NA,Touch of Nature,37.622402,-89.150134,clover,Female,adult,87557,151.07,420,HDOP,132,NA,NA,NA,NA,3,NA,NA,NA,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,coyote,3/7/2021,NA,NA,NA,NA,
D1078,1078,194,NA,New,NA,WTD,2021,2/25/2021,2/25/2021,9/16/2021,NA,Touch of Nature,37.635908,-89.171091,clover,Female,adult,87564,151.14,420,HDOP,194,NA,NA,NA,NA,4,12.5,96,156,NA,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20328,NA,NA,NA,NA,yes,unknown,9/16/2021,NA,
D1079,1079,NA,NA,New,NA,WTD,2021,2/27/2021,2/27/2021,1/14/2022,NA,Touch of Nature,37.635908,-89.171091,clover,Female,NA,87565,151.15,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,1/14/2022,NA,
C144,144,NA,elsa,New,NA,Coyote,2021,3/1/2021,3/1/2021,6/18/2021,NA,Shelbyville,39.5131,-88.57219,NA,F,J,85787,NA,250,HDOP,NA,NA,NA,NA,NA,4,18.9,NA,87.5,NA,NA,NA,13.75,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,hunt/trap,6/18/2021,NA,NA,NA,NA,
D1022,1022,115,NA,New,NA,WTD,2021,3/2/2021,3/2/2021,5/16/2021,NA,Shelbyville,39.574934,-88.705441,drop net,Male,juvenile,84110,151.8,330,HDOP,115,NA,NA,NA,NA,3,13.5,79,136,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,5/16/2021,NA,
D1065,1065,NA,NA,New,NA,WTD,2021,3/5/2021,3/5/2021,8/12/2021,NA,Shelbyville,39.56344,-88.64163,clover,Female,juvenile,87562,151.12,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,y,n,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,8/12/2021,NA,
B142,142,NA,ducky,New,NA,Bobcat,2021,3/9/2021,3/9/2021,4/24/2021,NA,Touch of Nature,37.58421,-89.12213,NA,F,A,87639,NA,250,HDOP,NA,NA,NA,NA,NA,4,16,NA,75,NA,NA,NA,7.2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
D1062,1062,NA,NA,New,NA,WTD,2021,3/10/2021,3/10/2021,2/18/2022,NA,Shelbyville,NA,NA,drop net,Female,NA,87555,NA,420,HDOP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,2/18/2022,NA,NA,NA,NA,
C139,139,NA,woodfrog,New,NA,Coyote,2021,3/13/2021,3/13/2021,4/19/2021,NA,Touch of Nature,37.62971,-89.15914,NA,F,J,87648,NA,250,HDOP,NA,NA,NA,NA,NA,4,17,NA,85,NA,NA,NA,9.8,NA,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,4/19/2021,NA,NA,NA,NA,
B134,134,NA,sir,Recap,NA,Bobcat,2021,3/13/2021,3/13/2021,10/21/2021,NA,Shelbyville,39.5317,-88.60523,NA,M,A,87641,NA,250,HDOP,NA,NA,NA,NA,NA,5,18,NA,92.5,NA,NA,NA,14.2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
C149,149,NA,patty,New,NA,Coyote,2021,3/17/2021,3/17/2021,3/26/2021,NA,Shelbyville,39.60343,-88.73436,NA,F,A,87645,NA,250,HDOP,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,injury,3/28/2021,NA,NA,NA,NA,
D1205,1205,180,NA,New,NA,WTD,2021,3/23/2021,3/23/2021,11/27/2021,NA,SIUC,37.70365,-89.2287,Clover Trap,Male,adult,88256,152.57,330,HDOP,180,NA,NA,NA,NA,4,13,88,130,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,11/27/2021,unsure which ear the ear tag is on,
D1206,1206,NA,NA,New,NA,WTD,2021,3/24/2021,3/24/2021,6/12/2022,NA,SIUC,37.71428,-89.2208,Clover Trap,Male,juvenile,87624,151.24,330,HDOP,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,unknown,6/12/2022,NA,
